"Protein.IDs","my_label","Gene.names","difference_YKAF005_YKAF000","log10.pvalue_YKAF005_YKAF000","log2.LFQ.intensity.YKAF005_01","log2.LFQ.intensity.YKAF005_02","log2.LFQ.intensity.YKAF005_03","log2.LFQ.intensity.YKAF005_04","imputed.log2.LFQ.intensity.YKAF005_01","imputed.log2.LFQ.intensity.YKAF005_02","imputed.log2.LFQ.intensity.YKAF005_03","imputed.log2.LFQ.intensity.YKAF005_04","value_count_YKAF005","log2.LFQ.intensity.YKAF000_01","log2.LFQ.intensity.YKAF000_02","log2.LFQ.intensity.YKAF000_03","log2.LFQ.intensity.YKAF000_04","imputed.log2.LFQ.intensity.YKAF000_01","imputed.log2.LFQ.intensity.YKAF000_02","imputed.log2.LFQ.intensity.YKAF000_03","imputed.log2.LFQ.intensity.YKAF000_04","value_count_YKAF000"
"YLR015W","BRE2","BRE2",1.1074020868883,3.63156107028101,26.2716144804555,26.3086576044884,26.4701532907776,26.0976814267256,26.2716144804555,26.3086576044884,26.4701532907776,26.0976814267256,4,NA,25.376864889204,NA,NA,24.8911407070215,25.376864889204,25.2836497500862,25.1668431085821,1
"YLR179C","YLR179C","YLR179C",1.04595010099663,2.71422462799808,33.2458685712217,33.0710879467445,33.2431749915293,33.2563116798186,33.2458685712217,33.0710879467445,33.2431749915293,33.2563116798186,4,31.8182177826962,32.2360910190394,32.1550876561149,32.4232463274771,31.8182177826962,32.2360910190394,32.1550876561149,32.4232463274771,4
"YLR229C","CDC42","CDC42",1.1658080439255,2.47191540664486,30.3143006588961,30.4915191820373,30.6187692639761,30.4679129329226,30.3143006588961,30.4915191820373,30.6187692639761,30.4679129329226,4,28.9995137661128,29.3423590891957,29.123935366259,29.7634616405624,28.9995137661128,29.3423590891957,29.123935366259,29.7634616405624,4
"YER094C","PUP3","PUP3",1.21671248045837,2.07438725486385,28.753151242031,28.9374737711871,28.9776284765754,29.0765326514762,28.753151242031,28.9374737711871,28.9776284765754,29.0765326514762,4,28.2261433717822,27.1867860230187,27.5919210789951,27.8730857456403,28.2261433717822,27.1867860230187,27.5919210789951,27.8730857456403,4
"YJR040W","GEF1","GEF1",1.59706071174307,1.87622648994365,27.0796892004481,27.3301412650501,26.9425721337568,27.4655990358982,27.0796892004481,27.3301412650501,26.9425721337568,27.4655990358982,4,26.6039939112957,NA,NA,NA,26.6039939112957,25.2499436024642,25.1201951244279,25.4556261499934,1
"YNL036W","NCE103","NCE103",2.55929279031436,1.65631820030924,28.104296087337,28.5967978794888,27.9310612826722,28.5890656697683,28.104296087337,28.5967978794888,27.9310612826722,28.5890656697683,4,27.5653630233912,NA,NA,NA,27.5653630233912,25.1226983643416,25.4862276860742,24.8097606842018,1
"YBR246W","RRT2","RRT2",1.71549105389878,1.60993580860395,NA,26.7979820504476,27.2109470005587,27.3834390481885,25.4387659137048,26.7979820504476,27.2109470005587,27.3834390481885,3,NA,NA,NA,NA,24.7989790149319,25.3250988536645,25.1412014129914,24.7038905157166,0
"YDR198C","RKM2","RKM2",1.28844778887213,1.49284827798109,26.8248094177291,26.9149042445712,26.9698291444995,27.062602367488,26.8248094177291,26.9149042445712,26.9698291444995,27.062602367488,4,25.2532441704855,NA,26.0891176194311,26.3729856494112,25.2532441704855,24.9030065794716,26.0891176194311,26.3729856494112,3
"YGL222C","EDC1","EDC1",-2.62730304533309,5.3460352212236,NA,NA,NA,NA,25.4524743975652,25.2928378885475,24.9735456850871,24.9552906417611,0,28.0424433307887,27.5819741329828,27.6157561299785,27.9431872005433,28.0424433307887,27.5819741329828,27.6157561299785,27.9431872005433,4
"YGR254W","ENO1","ENO1",-1.17494761588434,5.1851243746745,34.3380393378535,34.5429968773838,34.5890545047375,34.3983460642163,34.3380393378535,34.5429968773838,34.5890545047375,34.3983460642163,4,35.5691557226519,35.5709092779764,35.6442836323214,35.7838786147786,35.5691557226519,35.5709092779764,35.6442836323214,35.7838786147786,4
"YJL052W","TDH1","TDH1",-1.85605912844782,5.15923871875822,32.4478349286358,32.0749198931507,32.4690053963849,32.2892030427193,32.4478349286358,32.0749198931507,32.4690053963849,32.2892030427193,4,34.1025107379064,34.0482374252913,34.2025938199407,34.3518577915436,34.1025107379064,34.0482374252913,34.2025938199407,34.3518577915436,4
"YGL232W","TAN1","TAN1",-4.45049620133581,4.11715090938531,NA,NA,NA,NA,25.2143136659524,25.0294691553401,24.3641623928542,25.1299022707134,0,29.459592835547,29.4889365348298,29.2655289201435,29.325773999683,29.459592835547,29.4889365348298,29.2655289201435,29.325773999683,4
"YHR041C","SRB2","SRB2",-3.2222022901388,4.08684574743688,NA,NA,NA,NA,24.5904613277651,24.9156011337967,24.9388239580174,24.5508234458858,0,27.5386769129155,27.7833800637192,28.058685919051,28.5037761303344,27.5386769129155,27.7833800637192,28.058685919051,28.5037761303344,4
"YDL022W","GPD1","GPD1",-1.09415521472449,4.07490983310172,32.4275235023809,32.5729881547538,32.5236050707156,32.7845076554659,32.4275235023809,32.5729881547538,32.5236050707156,32.7845076554659,4,33.6125873092263,33.750150746805,33.5872110903055,33.7352960958773,33.6125873092263,33.750150746805,33.5872110903055,33.7352960958773,4
"YMR125W","STO1","STO1",-1.04615504492484,3.95929632409747,29.6868901505191,29.4626185618232,29.5860971972014,29.756145509822,29.6868901505191,29.4626185618232,29.5860971972014,29.756145509822,4,30.4885535269186,30.6172810017187,30.6686468696379,30.9018902007898,30.4885535269186,30.6172810017187,30.6686468696379,30.9018902007898,4
"YHR137W","ARO9","ARO9",-1.03287156736829,3.7354160323428,30.0676625228194,29.8485526951848,29.6177714224053,29.7577833550748,30.0676625228194,29.8485526951848,29.6177714224053,29.7577833550748,4,30.6618688677842,30.8793515955796,30.8752555209213,31.0067802806724,30.6618688677842,30.8793515955796,30.8752555209213,31.0067802806724,4
"YPR160W","GPH1","GPH1",-1.06867376735445,3.44407432396239,28.9293972581015,28.5260424741951,28.8008539466581,28.9359575977567,28.9293972581015,28.5260424741951,28.8008539466581,28.9359575977567,4,30.1904878730296,29.7197159091433,29.7393098758078,29.8174326881484,30.1904878730296,29.7197159091433,29.7393098758078,29.8174326881484,4
"YHR215W;YAR071W","PHO12","PHO12",-1.95282574935407,3.28317135708229,28.5941657428359,29.400050066523,28.7129938584058,28.5039277376318,28.5941657428359,29.400050066523,28.7129938584058,28.5039277376318,4,30.9991373781532,30.2881305807375,31.1897223457343,30.5454500981879,30.9991373781532,30.2881305807375,31.1897223457343,30.5454500981879,4
"YBR072W","HSP26","HSP26",-1.32074388616994,3.20236813902433,30.3930480166103,31.0025615774144,30.4571872512893,30.5483930609799,30.3930480166103,31.0025615774144,30.4571872512893,30.5483930609799,4,32.0407136173746,31.7950579655349,31.8034738069834,32.0449200610809,32.0407136173746,31.7950579655349,31.8034738069834,32.0449200610809,4
"YDR380W","ARO10","ARO10",-2.21152226182033,3.1116398972301,26.8255374387913,28.027862052686,27.1765507397007,27.1342801287851,26.8255374387913,28.027862052686,27.1765507397007,27.1342801287851,4,29.7497832361462,29.568791168139,29.0463259937015,29.6454190092577,29.7497832361462,29.568791168139,29.0463259937015,29.6454190092577,4
"YML017W","PSP2","PSP2",-1.84596885008195,3.1115446895453,28.0049068242759,28.0694818914126,28.0190844498584,28.0580665594075,28.0049068242759,28.0694818914126,28.0190844498584,28.0580665594075,4,30.2785254587031,29.6547858018523,29.8037509256253,29.7983529391015,30.2785254587031,29.6547858018523,29.8037509256253,29.7983529391015,4
"YDL110C","TMA17","TMA17",-1.12460670559484,3.06170428497966,27.8380984460807,27.7864369525844,27.5993897498989,27.2868315595447,27.8380984460807,27.7864369525844,27.5993897498989,27.2868315595447,4,28.5708007325735,28.8286576976369,28.7903266692596,28.8193984310182,28.5708007325735,28.8286576976369,28.7903266692596,28.8193984310182,4
"YML128C","MSC1","MSC1",-1.4410557988121,3.0031673340366,28.8958227861636,28.9082472446216,28.9129075134685,28.799804668966,28.8958227861636,28.9082472446216,28.9129075134685,28.799804668966,4,29.9546298190595,30.4005998081356,30.404462447768,30.5213133335049,29.9546298190595,30.4005998081356,30.404462447768,30.5213133335049,4
"YLR231C","BNA5","BNA5",-1.16020539423987,2.93953144314919,28.4252239082878,28.4833152766695,28.6875577094885,28.0267018211971,28.4252239082878,28.4833152766695,28.6875577094885,28.0267018211971,4,29.1497685130189,29.7890364458816,29.6004890002076,29.7243263334943,29.1497685130189,29.7890364458816,29.6004890002076,29.7243263334943,4
"YDL021W","GPM2","GPM2",-1.7089874904386,2.85940749028841,NA,25.7426799088192,NA,NA,25.0069353147214,25.7426799088192,25.3564899432857,24.7086597967664,1,27.177691585921,26.9137635937837,26.9933447669109,26.5659149787315,27.177691585921,26.9137635937837,26.9933447669109,26.5659149787315,4
"YHR087W","RTC3","RTC3",-1.78843117990409,2.73557147495876,25.9239064835119,NA,NA,NA,25.9239064835119,24.8761189837256,25.0375546124133,24.8885120440294,1,27.3263742115895,26.8663209402872,27.0495752204132,26.6375464710067,27.3263742115895,26.8663209402872,27.0495752204132,26.6375464710067,4
"YKL190W","CNB1","CNB1",-2.10083073611881,2.71293212449517,26.3884239900849,26.0231203186576,26.3317819926496,NA,26.3884239900849,26.0231203186576,26.3317819926496,25.1089389711531,3,27.5639094994751,28.163125779627,28.2645897092025,28.2639632287158,27.5639094994751,28.163125779627,28.2645897092025,28.2639632287158,4
"YHL033C","RPL8A","RPL8A",-1.47431388760923,2.4026794952482,32.8059352194651,32.8011431353779,32.7440066276291,32.0202243230747,32.8059352194651,32.8011431353779,32.7440066276291,32.0202243230747,4,34.153231206569,34.0675984187097,34.0205223971421,34.0272128335627,34.153231206569,34.0675984187097,34.0205223971421,34.0272128335627,4
"YDL202W","MRPL11","MRPL11",-1.28310928501082,2.31089318178767,NA,26.0544069152699,NA,NA,25.2515234204533,26.0544069152699,25.218400059323,25.0223139368649,1,26.8913387245356,26.287994128411,26.5829073354301,26.9168412835776,26.8913387245356,26.287994128411,26.5829073354301,26.9168412835776,4
"YDL198C","GGC1","GGC1",-1.26229612511774,2.2601870620026,27.9750333812714,27.3721886170033,27.2638289474964,27.6791573736224,27.9750333812714,27.3721886170033,27.2638289474964,27.6791573736224,4,29.2390426334139,28.1726460274992,29.0121729406449,28.9155312183065,29.2390426334139,28.1726460274992,29.0121729406449,28.9155312183065,4
"YGR009C","SEC9","SEC9",-1.36575646414709,2.24358573911461,25.6755950788559,26.464602333829,NA,25.979041522322,25.6755950788559,26.464602333829,25.3176139663914,25.979041522322,3,27.4289414238536,27.2697255294416,26.617228446756,27.5839833579355,27.4289414238536,27.2697255294416,26.617228446756,27.5839833579355,4
"YBR093C","PHO5","PHO5",-3.18039973088657,2.21832444171248,NA,NA,26.5118648292131,26.5259976855336,24.6732216677648,24.3611411186735,26.5118648292131,26.5259976855336,2,27.8134166948296,29.0103331592595,29.1897576867061,28.7803166839361,27.8134166948296,29.0103331592595,29.1897576867061,28.7803166839361,4
"YNL004W","HRB1","HRB1",-2.70188376963198,2.16861470800119,26.8572120159147,26.723643031253,NA,26.6491079127153,26.8572120159147,26.723643031253,25.0481452521787,26.6491079127153,3,29.1812746262939,28.8458938994095,29.1311673053929,28.9273074594934,29.1812746262939,28.8458938994095,29.1311673053929,28.9273074594934,4
"YHR216W;YAR073W;YAR075W","IMD2","IMD2",-1.59685969618107,1.98763053207648,29.9949636506127,30.0290740251422,29.818164440285,28.8428107368195,29.9949636506127,30.0290740251422,29.818164440285,28.8428107368195,4,31.216508311811,31.2328361098897,31.3374545943738,31.2856526215092,31.216508311811,31.2328361098897,31.3374545943738,31.2856526215092,4
"YAL030W","SNC1","SNC1",-2.54887787902111,1.97850851230689,NA,26.7099085806097,NA,NA,25.0608319802231,26.7099085806097,25.0694672067192,24.4159551602654,1,27.600737102145,27.7597685370518,28.2701266928498,27.8210421118553,27.600737102145,27.7597685370518,28.2701266928498,27.8210421118553,4
"YNL265C","IST1","IST1",-1.71713398838372,1.92460022426575,26.0907133312646,NA,NA,NA,26.0907133312646,24.5928086482565,24.9521909031255,24.4372582923753,1,26.0829809385647,26.4462905124092,27.2536769898215,27.1585586877613,26.0829809385647,26.4462905124092,27.2536769898215,27.1585586877613,4
"YMR090W","YMR090W","YMR090W",-2.52229228352924,1.66729717098268,NA,NA,NA,27.4264641448076,24.7274566599994,25.2603985581377,25.2416066643728,27.4264641448076,1,28.1741234419047,28.0807567902517,27.907989490095,28.5822254391831,28.1741234419047,28.0807567902517,27.907989490095,28.5822254391831,4
"YML009C","MRPL39","MRPL39",-2.38809748897969,1.61246085325389,NA,NA,NA,NA,25.1691917695663,24.9022670901965,24.7435317199082,25.0539407044588,0,NA,27.9918862167668,27.8816286597968,27.9311176566651,25.6166887068198,27.9918862167668,27.8816286597968,27.9311176566651,3
"YDL111C","RRP42","RRP42",-2.3885583157086,1.48324223738699,NA,NA,NA,NA,24.492601675097,24.7178268191325,24.8626168798348,24.7899136534136,0,NA,27.5158546481962,27.9624012060253,27.7440667946577,25.1948696414331,27.5158546481962,27.9624012060253,27.7440667946577,3
"YNL268W","LYP1","LYP1",-2.00477793099759,1.44444840217812,NA,27.1063944078827,NA,NA,24.4725203183217,27.1063944078827,25.1922936143138,25.0914595698394,1,27.7680608201691,27.3593423317027,27.2009758101782,27.553400672298,27.7680608201691,27.3593423317027,27.2009758101782,27.553400672298,4
"YDR210W-B;YFL002W-A;YGR161W-B;YLR410W-B;YOR343W-B;YCL019W;YBL100W-B;YDR034C-D;YOR192C-B;YLR410W-A;YOR343W-A;YOR192C-A;YFL002W-B;YGR161W-A;YDR210W-A;YCL020W;YBL100W-A;YDR034C-C","YDR210W-B","YDR210W-B",-2.14610500258373,1.438090555938,27.6894585596492,27.813967073378,NA,26.8014399755019,27.6894585596492,27.813967073378,25.1904944654894,26.8014399755019,3,29.2943671825559,28.8710596325727,28.9639725141578,28.950380755067,29.2943671825559,28.8710596325727,28.9639725141578,28.950380755067,4
"YHR034C","PIH1","PIH1",-1.97270479201015,1.3854859158822,NA,NA,NA,27.2444515246085,25.3754086851162,24.5037898432218,25.2752998214395,27.2444515246085,1,27.333642642841,27.5505413088112,27.7047737263097,27.7008113644647,27.333642642841,27.5505413088112,27.7047737263097,27.7008113644647,4
